No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
73,Propyphenazone,3970,3.598790507,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,7.54,25,https://doi.org/10.1016/j.cej.2014.01.049,heterocycle,Heterocycles,"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",PXWLVJLKJGVOKE-UHFFFAOYSA-N
74,Propyphenazone,1990,3.298853076,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,8.97,25,https://doi.org/10.1016/j.cej.2014.01.049,heterocycle,Heterocycles,"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",PXWLVJLKJGVOKE-UHFFFAOYSA-N
75,Propyphenazone,1840,3.264817823,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,9,25,https://doi.org/10.1016/j.cej.2014.01.049,heterocycle,Heterocycles,"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",PXWLVJLKJGVOKE-UHFFFAOYSA-N
76,Aminopyrine,2840,3.45331834,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,3,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
77,Aminopyrine,3550,3.550228353,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,5.48,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
78,Aminopyrine,3400,3.531478917,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,6.48,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
79,Aminopyrine,2480,3.394451681,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,7.05,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
80,Aminopyrine,1560,3.193124598,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,8.99,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
81,Aminopyrine,1420,3.152288344,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,9,25,https://doi.org/10.1016/j.cej.2014.01.049,amine,Nitrogen-containing organics,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",RMMXTBMQSGEXHJ-UHFFFAOYSA-N
82,Hydroxyl Radical,2,9.301029996,3352-57-6,[OH],6,,https://doi.org/10.1021/es4036094,inorganic,Others / Unassigned,InChI=1S/HO/h1H,TUJKJAMUKRIRHC-UHFFFAOYSA-N
83,Chlorine radical,3,9.477121255,24203-47-2,[Cl+],6,,https://doi.org/10.1021/es4036094,inorganic halogen,Others / Unassigned,InChI=1S/Cl/q+1,KVPIFZRDXDYGBA-UHFFFAOYSA-N
84,Benzanilide,0.021,-1.677780705,93-98-1,O=C(Nc1ccccc1)c1ccccc1,,25,https://doi.org/10.1021/acs.est.9b01446,amide,Nitrogen-containing organics,"InChI=1S/C13H11NO/c15-13(11-7-3-1-4-8-11)14-12-9-5-2-6-10-12/h1-10H,(H,14,15)",ZVSKZLHKADLHSD-UHFFFAOYSA-N
85,Ofloxacin,6800,3.832508913,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.2,20,https://doi.org/10.1016/j.chemosphere.2017.08.171,halogenated,Halogenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
86,"1,3,5-Trimethoxybenzene",563,2.750508395,621-23-8,COc1cc(OC)cc(OC)c1,7,20,https://kinetics.nist.gov/solution/,ether,Oxygenated organics,"InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",LKUDPHPHKOZXCD-UHFFFAOYSA-N
87,Ammonia,13000,4.113943352,7664-41-7,N,7,25,https://doi.org/10.1039/C8EW00062J,amine,Nitrogen-containing organics,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N
88,Ascorbic acid,6000000,6.77815125,50-81-7,O=C1OC(C(O)CO)C(O)=C1O,7,22,https://doi.org/10.1039/C8EW00062J,carboxylic acid,Oxygenated organics,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2",CIWBSHSKHKDKBQ-UHFFFAOYSA-N
89,Sodium sulfite,230000000,8.361727836,7757-83-7,O=S([O-])[O-].[Na+].[Na+],7,25,https://doi.org/10.1039/C8EW00062J,sulfoxide,Sulfur-containing organics,"InChI=1S/2Na.H2O3S/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",GEHJYWRUCIMESM-UHFFFAOYSA-L
90,Thiosulfate,1800000000,9.255272505,7772-98-7,O=S([O-])([O-])=S.[Na+].[Na+],7,25,https://doi.org/10.1039/C8EW00062J,sulfur-containing,Sulfur-containing organics,"InChI=1S/2Na.H2O3S2/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",AKHNMLFCWUSKQB-UHFFFAOYSA-L
91,Sodium iodide,1100000000,9.041392685,7681-82-5,[I-].[Na+],7,25,https://doi.org/10.1021/ic00244a012,inorganic halogen,Others / Unassigned,InChI=1S/HI.Na/h1H;/q;+1/p-1,FVAUCKIRQBBSSJ-UHFFFAOYSA-M
92,Sodium bromide,1550,3.190331698,7647-15-6,[Br-].[Na+],7,25,https://doi.org/10.1021/ic00263a030,inorganic halogen,Others / Unassigned,InChI=1S/BrH.Na/h1H;/q;+1/p-1,JHJLBTNAGRQEKS-UHFFFAOYSA-M
93,cyanide,1220000000,9.086359831,57-12-5,[C-]#N,7.47,25,https://doi.org/10.1021/ic00305a002,alkane,Aliphatic hydrocarbons,InChI=1S/CN/c1-2/q-1,XFXPMWWXUTWYJX-UHFFFAOYSA-N
94,Sodium nitrite,44000,4.643452676,7632-00-0,O=N[O-].[Na+],7,25,https://doi.org/10.1021/ic00340a010,"nitroso, nitramine",Nitrogen-containing organics,"InChI=1S/HNO2.Na/c2-1-3;/h(H,2,3);/q;+1/p-1",LPXPTNMVRIOKMN-UHFFFAOYSA-M
95,Sodium sulfite,760000000,8.880813592,7757-83-7,O=S([O-])[O-].[Na+].[Na+],7,25,https://doi.org/10.1021/es00051a021,sulfoxide,Sulfur-containing organics,"InChI=1S/2Na.H2O3S/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",GEHJYWRUCIMESM-UHFFFAOYSA-L
96,Microcystin-LR,33,1.51851394,101043-37-2,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,8,20,https://doi.org/10.1016/j.cej.2015.10.111,amide,Nitrogen-containing organics,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)",ZYZCGGRZINLQBL-UHFFFAOYSA-N
97,Sulfamethoxazole,570,2.755874856,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,8,24,https://doi.org/10.1016/j.watres.2009.11.045,sulfoxide,Sulfur-containing organics,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
98,Carbamazepine,35000,4.544068044,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,8,24,https://doi.org/10.1016/j.watres.2009.11.045,urea,Nitrogen-containing organics,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
99,Atenolol,35000,4.544068044,29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,8,24,https://doi.org/10.1016/j.watres.2009.11.045,amide,Nitrogen-containing organics,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
100,Ammonia,34000,4.531478917,7664-41-7,N,8,24,https://doi.org/10.1016/j.watres.2009.11.045,amine,Nitrogen-containing organics,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N
101,Bromide,370,2.568201724,24959-67-9,[Br-],8,24,https://doi.org/10.1016/j.watres.2009.11.045,inorganic halogen,Others / Unassigned,InChI=1S/BrH/h1H/p-1,CPELXLSAUQHCOX-UHFFFAOYSA-M
102,17α-Ethinylestradiol,340,2.531478917,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,8,24,https://doi.org/10.1016/j.watres.2009.11.045,phenol,Oxygenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3",BFPYWIDHMRZLRN-UHFFFAOYSA-N
103,(methylthio)acetate,,8.777789036,4455-13-4,CSCC(=O)[O-],,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C3H6O2S/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)/p-1",HGTBAIVLETUVCG-UHFFFAOYSA-M
104,(N-methyl)-piperidine,,4.903089987,115217-20-4,CN1CCCCC1,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",PAMIQIKDUOTOBW-UHFFFAOYSA-N
105,"1,3-di-o-tolylguanidie",,7.414973348,85138-58-5,Cc1ccccc1NC(=N)Nc1ccccc1C,,,10.1016/j.jhazmat.2019.121590,amine,Nitrogen-containing organics,"InChI=1S/C15H17N3/c1-11-7-3-5-9-13(11)17-15(16)18-14-10-6-4-8-12(14)2/h3-10H,1-2H3,(H3,16,17,18)",OPNUROKCUBTKLF-UHFFFAOYSA-N
106,"1,3-diphenylguanidie",,6.612783857,102-06-7,N=C(Nc1ccccc1)Nc1ccccc1,,,10.1016/j.jhazmat.2019.121590,amine,Nitrogen-containing organics,"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)",OWRCNXZUPFZXOS-UHFFFAOYSA-N
107,17β-ethinylestradiol,,1.583983407,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-N
108,17β-ethinylestradiol,,5.599394502,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/p-1/t16-,17-,18+,19+,20+/m1/s1",BFPYWIDHMRZLRN-SLHNCBLASA-M
109,1-methyl-2-mercaptoimidazole,,7,497855-90-0,Cn1ccnc1S,,,10.1088/0960-1317/11/5/326,thiol,Sulfur-containing organics,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)",PMRYVIKBURPHAH-UHFFFAOYSA-N
110,"2,4,6-trichlorophenol",,1.108565024,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N
111,"2,4,6-trichlorophenolate",,1.10720997,89465-86-1,[O-]c1c(Cl)cc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H/p-1",LINPIYWFGCPVIE-UHFFFAOYSA-M
112,"2,4-dibromophenolate",,2.477121255,59709-84-1,[O-]c1ccc(Br)cc1Br,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Br2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H/p-1",FAXWFCTVSHEODL-UHFFFAOYSA-M
113,"2,4-dichlorophenol",,2.481442629,1202864-83-2,Oc1ccc(Cl)cc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N
114,"2,6-dibromophenolate",,2.176091259,59709-84-1,[O-]c1c(Br)cccc1Br,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Br2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H/p-1",SSIZLKDLDKIHEV-UHFFFAOYSA-M
115,"2,6-dichlorophenolate",,2.28780173,29726-01-0,[O-]c1c(Cl)cccc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H/p-1",HOLHYSJJBXSLMV-UHFFFAOYSA-M
116,2-amino-butyric acid,,7.77815125,1219803-65-2,CCC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QWCKQJZIFLGMSD-UHFFFAOYSA-N
117,2-bromophenolate,,3.414973348,7003-65-8,[O-]c1ccccc1Br,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5BrO/c7-5-3-1-2-4-6(5)8/h1-4,8H/p-1",VADKRMSMGWJZCF-UHFFFAOYSA-M
118,2-chlorophenol,,3.383815366,1235439-85-6,Oc1ccccc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",ISPYQTSUDJAMAB-UHFFFAOYSA-N
119,3-(4-hydroxyphenyl) propionic acid,,1.602059991,1261841-49-9,O=C(O)CCc1ccc(O)cc1,7.3,,10.1021/tx0155451,phenol,Oxygenated organics,"InChI=1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5,10H,3,6H2,(H,11,12)",NMHMNPHRMNGLLB-UHFFFAOYSA-N
120,"3,3'-dithiodipropionic acid",,5.204119983,1119-62-6,O=C(O)CCSSCCC(=O)O,,,10.1021/tx0155451,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H10O4S2/c7-5(8)1-3-11-12-4-2-6(9)10/h1-4H2,(H,7,8)(H,9,10)",YCLSOMLVSHPPFV-UHFFFAOYSA-N
121,3-amino isobutyric acid,,7.854306042,857809-61-1,CC(CN)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N
122,3-amino-butyric acid,,7.589949601,1219803-65-2,CC(N)CC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c1-3(5)2-4(6)7/h3H,2,5H2,1H3,(H,6,7)",OQEBBZSWEGYTPG-UHFFFAOYSA-N
123,"3-dimethylamino-8,9-benzo phenoxazine chloride, MB+",,2.096910013,478299-27-3,C[N+](C)=c1ccc2nc3c(ccc4ccccc43)oc-2c1,,,https://kinetics.nist.gov/solution/,heterocycle,Heterocycles,"InChI=1S/C18H15N2O/c1-20(2)13-8-9-15-17(11-13)21-16-10-7-12-5-3-4-6-14(12)18(16)19-15/h3-11H,1-2H3/q+1",BZAQMGZYZWMMRU-UHFFFAOYSA-N
124,3-hydroxy (resorcinol),,6.133538908,91782-46-6,Oc1cccc(O)c1,,,10.1021/es010076a,phenol,Oxygenated organics,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N
125,"3-hydroxy-4,6-dichloro",,4.506505032,38730-66-4,Oc1cc(O)c(Cl)cc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O2/c7-3-1-4(8)6(10)2-5(3)9/h1-2,9-10H",GRLQBYQELUWBIO-UHFFFAOYSA-N
126,"3-hydroxy-4,6-dichlorophenolate",,6.139046257,68957-70-0,[O-]c1cc(O)c(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O2/c7-3-1-4(8)6(10)2-5(3)9/h1-2,9-10H/p-1",GRLQBYQELUWBIO-UHFFFAOYSA-M
127,3-hydroxy-4-chloro,,5.155336037,856086-91-4,Oc1ccc(Cl)c(O)c1,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H",JQVAPEJNIZULEK-UHFFFAOYSA-N
128,3-hydroxy-4-chlorophenolate,,5.155336037,85940-53-0,[O-]c1ccc(Cl)c(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H/p-1",JQVAPEJNIZULEK-UHFFFAOYSA-M
129,3-hydroxy-5-methyl (resorcinol),,5.71432976,21269-88-5,Cc1cc(O)cc(O)c1,,,10.1021/es010076a,phenol,Oxygenated organics,"InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3",OIPPWFOQEKKFEE-UHFFFAOYSA-N
130,3-hydroxyphenolate,,7.097118374,30008-10-7,[O-]c1cccc(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H/p-1",GHMLBKRAJCXXBS-UHFFFAOYSA-M
131,"3-oxido-4,6-dichlorophenolate",,7.771587481,68957-70-0,[O-]c1cc([O-])c(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O2/c7-3-1-4(8)6(10)2-5(3)9/h1-2,9-10H/p-2",GRLQBYQELUWBIO-UHFFFAOYSA-L
132,3-oxido-4-chloro,,7.804139432,154419-01-9,[O-]c1cc(O)ccc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H/p-1",JQVAPEJNIZULEK-UHFFFAOYSA-M
133,3-oxido-4-chlorophenolate,,7.828015064,85940-53-0,[O-]c1ccc(Cl)c([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5ClO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H/p-2",JQVAPEJNIZULEK-UHFFFAOYSA-L
134,3-oxido-5-methylphenolate,,8.62324929,93839-63-5,Cc1cc([O-])cc([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3/p-2",OIPPWFOQEKKFEE-UHFFFAOYSA-L
135,3-oxidophenolate,,8.06069784,1240526-29-7,[O-]c1cccc([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H/p-2",GHMLBKRAJCXXBS-UHFFFAOYSA-L
136,4-amino butyric acid,,7.878521796,1219803-65-2,NCCCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",BTCSSZJGUNDROE-UHFFFAOYSA-N
137,4-bromophenolate,,3.361727836,7003-65-8,[O-]c1ccc(Br)cc1,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H/p-1",GZFGOTFRPZRKDS-UHFFFAOYSA-M
138,4-chlorophenol,,3.418073408,1235439-85-6,Oc1ccc(Cl)cc1,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",WXNZTHHGJRFXKQ-UHFFFAOYSA-N
139,4-chlorophenolate,,3.336459734,85940-53-0,[O-]c1ccc(Cl)cc1,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H/p-1",WXNZTHHGJRFXKQ-UHFFFAOYSA-M
140,4-cyanophenol,,1.927370363,1025089-21-7,N#Cc1ccc(O)cc1,,,10.1021/es010076a,phenol,Oxygenated organics,"InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H",CVNOWLNNPYYEOH-UHFFFAOYSA-N
141,4-imidazoleacetic acid,,5.079181246,90167-43-4,O=C(O)Cc1c[nH]cn1,7.3,,10.1021/tx0155451,carboxylic acid,Oxygenated organics,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)",PRJKNHOMHKJCEJ-UHFFFAOYSA-N
142,4-iodophenol,,3.303196057,1021325-54-1,Oc1ccc(I)cc1,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,8H",VSMDINRNYYEDRN-UHFFFAOYSA-N
143,4-methyl (p-cresol),,4.432969291,84989-04-8,Cc1ccc(O)cc1,,,10.1021/es010076a,phenol,Oxygenated organics,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N
144,4-methylphenolate,,4.432969291,93839-63-5,Cc1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3/p-1",IWDCLRJOBJJRNH-UHFFFAOYSA-M
145,4-n-nonylphenol,,0.117271296,84852-15-3,CCCCCCCCCc1ccc(O)cc1,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N
146,4-n-nonylphenol,,4.875061263,84852-15-3,CCCCCCCCCc1ccc([O-])cc1,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3/p-1",IGFHQQFPSIBGKE-UHFFFAOYSA-M
147,"7-amino-3-diethylamino-8,9-benzo phenoxazine chloride, NB+",,3.710963119,478299-27-3,CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,,,https://kinetics.nist.gov/solution/,heterocycle,Heterocycles,"InChI=1S/C20H19N3O/c1-3-23(4-2)13-9-10-17-18(11-13)24-19-12-16(21)14-7-5-6-8-15(14)20(19)22-17/h5-12,21H,3-4H2,1-2H3/p+1",YQSIDWSTCJNDPD-UHFFFAOYSA-O
148,Acetamidine,,2.113943352,144757-44-8,CC(=N)N,7.3,,10.1021/tx0155451,amine,Nitrogen-containing organics,"InChI=1S/C2H6N2/c1-2(3)4/h1H3,(H3,3,4)",OQLZINXFSUDMHM-UHFFFAOYSA-N
149,acetaminophen-dissociated,,3.84509804,462631-86-3,CC(=O)Nc1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)/p-1",RZVAJINKPMORJF-UHFFFAOYSA-M
150,Ala,,4.73239376,61043-68-3,CC(N)C(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",QNAYBMKLOCPYGJ-UHFFFAOYSA-N
151,Amoxicillin (AMX),,5.579783597,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/p-1/t9?,10-,11+,14-/m1/s1",LSQZJLSUYDQPKJ-UWFZAAFLSA-M
